,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
351,31D0ZWOD1EN3HLH58EIUJGHUW2YA0S,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:04 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:04 PDT 2020,,,30OG32W0SZZCEENIGRRFFVZKOW2NEQ,AHKYVHP6591H8,Submitted,2020-05-25 17:58:40,2020-05-25 18:06:34,Thu May 28 18:06:34 PDT 2020,,,,474,100% (31/31),100% (31/31),100% (31/31),cnndm7670,two_stage_rl_out,"['1376', '1377', '1378', '1379', '1380', '1381', '1382', '1383', '1384', '1385', '1386', '1387', '1388', '1389', '1390', '1391']",Andrew Flintoff fears Kevin Pietersen is ' running out of Time ' to resurrect his England career . Pietersen scored 170 for Surrey as he bids to earn a recall to the England squad . Flintoff says Pietersen has not featured for England since he was sacked 14 months ago after Alastair Cook ' s team were whitewashed 5 - 0 in Australia .,Kevin Pietersen was sacked by England.,Kevin Pietersen was sacked 14 months ago.,Kevin Pietersen was sacked after Ashes defeat.,Kevin Pietersen is a Batsman.,Kevin Pietersen scored 170 for Surrey.,Kevin Pietersen played last week .,Kevin Pietersen made a return to county cricket.,Kevin Pietersen wants his return to be sensational.,Kevin Pietersen wants to make a return to the England side.,Kevin Pietersen wants to make a return this year .,Andrew Flintoff thinks time is running out for Kevin Pietersen to resurrect his career.,BLANK,BLANK,BLANK,BLANK,BLANK,n,p,n,n,n,n,n,p,p,n,n,p,n,n,n,n,{},,
352,3ABAOCJ4SCSS7FVTMF2E7D3C3NLMQM,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:04 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:04 PDT 2020,,,31JLPPHS2ZIRM17XSMAWBTVSNHE3OR,AHKYVHP6591H8,Submitted,2020-05-25 17:38:34,2020-05-25 17:43:13,Thu May 28 17:43:13 PDT 2020,,,,279,100% (31/31),100% (31/31),100% (31/31),cnndm10542,two_stage_rl_out,"['928', '929', '930', '931', '932', '933', '934', '935', '936', '937', '938', '939', '940', '941', '942', '943']",Nadir CIFTCI celebrated a goal by blowing a kiss at opposition goalkeeper Scott Bain . The former Portsmouth Ace slotted home a penalty after Greg Stewart had given the hosts the lead . It was Dundee ' s first win in a derby for more than 10 years .,Nadir Ciftci celebrated.,Nadir Ciftci blew a kiss.,The kiss was directed to rival goalkeeper.,The rival goalkeeper was Scott Bain.,Ciftci was left blushing.,Rivals earned an impressive victory .,The win gave hosts / Dundee their first Derby win in more than a decade .,The win was a Dundee win.,Hosts were Dundee.,Greg Stewart scored goal/goals.,Jake mcpake scored goal/goals.,Paul Heffernen scored goal/goals.,The goals secured a win.,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,p,p,p,p,n,n,p,p,n,{},,
353,3ABAOCJ4SCSS7FVTMF2E7D3C3NLMQM,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:04 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:04 PDT 2020,,,3Y5140Z9D24OX41HSPUY4Z27G3VPIG,A3OLRWACCCCUTU,Submitted,2020-05-25 16:42:21,2020-05-25 17:04:56,Thu May 28 17:04:56 PDT 2020,,,,1355,100% (1/1),100% (1/1),100% (1/1),cnndm10542,two_stage_rl_out,"['928', '929', '930', '931', '932', '933', '934', '935', '936', '937', '938', '939', '940', '941', '942', '943']",Nadir CIFTCI celebrated a goal by blowing a kiss at opposition goalkeeper Scott Bain . The former Portsmouth Ace slotted home a penalty after Greg Stewart had given the hosts the lead . It was Dundee ' s first win in a derby for more than 10 years .,Nadir Ciftci celebrated.,Nadir Ciftci blew a kiss.,The kiss was directed to rival goalkeeper.,The rival goalkeeper was Scott Bain.,Ciftci was left blushing.,Rivals earned an impressive victory .,The win gave hosts / Dundee their first Derby win in more than a decade .,The win was a Dundee win.,Hosts were Dundee.,Greg Stewart scored goal/goals.,Jake mcpake scored goal/goals.,Paul Heffernen scored goal/goals.,The goals secured a win.,BLANK,BLANK,BLANK,p,n,n,p,n,n,n,p,p,p,p,n,n,p,p,n,{},,
355,3ZG552ORBQSU5JNHYWD4YROMEAJ2V5,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,3DY4FPOOA6CEVN1W4OX6OJSGPNHVRD,A12ATVBE1I4567,Submitted,2020-05-25 16:55:09,2020-05-25 17:35:53,Thu May 28 17:35:53 PDT 2020,,,,2444,0% (0/0),0% (0/0),0% (0/0),cnndm7770,two_stage_rl_out,"['160', '161', '162', '163', '164', '165', '166', '167', '168', '169', '170', '171', '172', '173', '174', '175']",Catherine Nevin was allowed out on day release on Wednesday afternoon . The 62 - year - old was jailed for life in April 2000 for arranging to having her publican husband shot dead . She was pictured leaving Mountjoy Prison and making her way through the city centre to the Oblates in the City ' s Inchicore suburb . The course is part of her pre - release plan to help her integrate back into society once freed .,Catherine Nevin was allowed out.,Catherine Nevin was jailed for life.,Catherine Nevin was jailed in April,Catherine Nevin was jailed in 2000,Catherine Nevin is a 62 year old.,Catherine Nevin was seen on the bus.,Catherine Nevin was with a pal.,Catherine Nevin was walking around in Dublin.,Catherine Nevin sat on a bus.,Catherine Nevin sat next to a commuter.,Catherine Nevin was unnoticed.,Catherine Nevin is Ireland's most infamous prisoner.,Catherine Nevin murdered husband.,Tom was Catherine Nevin's husband,Catherine Nevin murdered her husband in 1996.,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
356,3UEDKCTPAZENB9QB54GSS9UD9SYK7H,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,3JRJSWSMQM95AAU8Y8706H1EJF3E3T,A2H0VR477QHYO7,Submitted,2020-05-25 17:16:18,2020-05-25 17:21:08,Thu May 28 17:21:08 PDT 2020,,,,290,100% (3/3),100% (3/3),100% (3/3),cnndm5476,two_stage_rl_out,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']","Kevin Carr set off from Haytor on Dartmoor in July 2013 and has completed one and a quarter marathons a day . The 35 - year - old is currently in his home county and is due to complete his 16 , 300 - mile epic journey on Thursday . If he is successful , Mr Carr will beat the current record held by Australian ultramarathon runner Tom Denniss by 24 Hours .",Kevin Carr set off on his journey from Haytor.,Kevin Carr set off on his journey from Dartmoor.,Kevin Carr set off on his journey in July 2013.,Kevin Carr is less than 24 hours away from completing his trip.,Kevin Carr ran around the world unsupported.,Kevin Carr ran with his tent.,Kevin Carr is set to break the previous record.,Kevin Carr is set to break the record by 24 hours.,The previous record was held by an Australian.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,n,p,n,n,n,n,p,p,{},,
357,3UEDKCTPAZENB9QB54GSS9UD9SYK7H,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,3SEPORI8WSN35QKP3A0NEZG2DV6ZAI,A3HII8DX9SINOU,Submitted,2020-05-25 17:30:51,2020-05-25 18:49:39,Thu May 28 18:49:39 PDT 2020,,,,4728,100% (43/43),100% (43/43),100% (43/43),cnndm5476,two_stage_rl_out,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']","Kevin Carr set off from Haytor on Dartmoor in July 2013 and has completed one and a quarter marathons a day . The 35 - year - old is currently in his home county and is due to complete his 16 , 300 - mile epic journey on Thursday . If he is successful , Mr Carr will beat the current record held by Australian ultramarathon runner Tom Denniss by 24 Hours .",Kevin Carr set off on his journey from Haytor.,Kevin Carr set off on his journey from Dartmoor.,Kevin Carr set off on his journey in July 2013.,Kevin Carr is less than 24 hours away from completing his trip.,Kevin Carr ran around the world unsupported.,Kevin Carr ran with his tent.,Kevin Carr is set to break the previous record.,Kevin Carr is set to break the record by 24 hours.,The previous record was held by an Australian.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,n,n,p,p,p,{},,
358,3W0KKJIASVXRBNVUF98Y69Q8KC4K84,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,39PAAFCODRORB2EO8D21OYTYD9NVT1,A2H0VR477QHYO7,Submitted,2020-05-25 17:37:12,2020-05-25 17:41:03,Thu May 28 17:41:03 PDT 2020,,,,231,100% (3/3),100% (3/3),100% (3/3),cnndm8613,two_stage_rl_out,"['1056', '1057', '1058', '1059', '1060', '1061', '1062', '1063', '1064', '1065', '1066', '1067', '1068', '1069', '1070', '1071']","Paul and Laura Elliott decided to do something different for their wedding day . Combined their love for each other , while raising vital funds for a charity very close to their hearts . Paul , 41 , lost his father to bowel cancer 19 years ago and so far raised £ 7 , 000 so far to help honour his memory on this special day .",Paul and Laura Elliott met half way round.,Paul and Laura Elliott met at St Katharine Docks.,Ceremony was witnessed by guests.,The ceremony was witnessed by 80 guests.,Paul and Laura Elliott ran across finish line.,Paul and Laura Elliott ran under a shower of confetti.,Paul and Laura Elliott returned to scene of ceremony.,Paul and Laura Elliott returned for a party later on.,7000 was raised for Cancer Research.,THe money was raise in honour of Paul's father.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,n,n,n,n,n,n,n,n,p,{},,
361,3SZYX62S6KOKTQ58YHCMQKBVC2375J,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,3PMBY0YE2CRCSEZAJQ2F764XYV79CJ,AE3ZQZ2Z81Z11,Submitted,2020-05-25 17:50:46,2020-05-25 17:51:34,Thu May 28 17:51:34 PDT 2020,,,,48,0% (0/0),0% (0/0),0% (0/0),cnndm1173,two_stage_rl_out,"['1136', '1137', '1138', '1139', '1140', '1141', '1142', '1143', '1144', '1145', '1146', '1147', '1148', '1149', '1150', '1151']",Bayern Munich beat Porto 6 - 1 in the Champions League quarter - final . Thomas Muller scored the fourth goal of the tournament to secure their place in the last four . The 25 - year - old is the highest - scoring German since the tournament took its current shape in 1992 .,Bayern Munich beat Porto.,Bayern Munich won  6 - 1.,Bayern Munich won in Champions League.,Bayern Munich won on Tuesday.,Bayern Munich is managed by Pep Guardiola.,Bayern Munich progressed in the competition.,Bayern Munich reached semi-finals.,Bayern Munich progressed 7 - 4 on aggregate.,Thomas Muller scored 27th Champions League goal.,Thomas Muller passed Mario Gomez in goals.,Thomas Muller is now the leading German scorer in the competition.,After the game Thomas Muller led the celebrations.,Thomas Muller led the celebrations using a megaphone.,BLANK,BLANK,BLANK,n,p,n,n,n,n,n,p,p,p,n,n,p,n,n,n,{},,
362,3KI0JD2ZV56GCU5M30MRIQPV8XE76Z,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,31Q0U3WYDU3ORS1JOWFBCEU0Z8W17D,A104V8NZIQFN2F,Submitted,2020-05-25 18:08:50,2020-05-25 18:10:20,Thu May 28 18:10:20 PDT 2020,,,,90,0% (0/0),0% (0/0),0% (0/0),cnndm1153,two_stage_rl_out,"['768', '769', '770', '771', '772', '773', '774', '775', '776', '777', '778', '779', '780', '781', '782', '783']","Four - poster oak wood bed was dumped in the car park of Redland House Hotel in Hough Green , Chester , by builders who were renovating the property . Oblivious to its true value and historical significance , the construction workers dismantled the piece of oak wood furniture and left it to be picked up by auctioneers . DNA testing on the bed ' s timber proved it once belonged to King Henry VII , and he traced it to 1495 , when Henry VII went to Lathom in Lancashire .",A bed was dumped.,A bed was left in a hotel car park.,The bed was a four - poster bed.,"The bed sold at auction for 2,200.",Owner suspected it had historic value.,Experts have been investigating.,Historian now claims the bed belonged to Henry VII .,"DNA from the timber proves who the bed belonged to, it is claimed.",The bed is ornate.,The bed is now on display.,The bed was made for Henry VII / King.,The bed was also made for Henry VII's wife / King's wife / Elizabeth of York .,Elizabeth of York was wife of Henry VII / King.,The bed sold at an auction.,BLANK,BLANK,n,n,n,n,p,n,n,p,p,p,n,n,n,n,p,n,{},,
363,3KI0JD2ZV56GCU5M30MRIQPV8XE76Z,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,3TK8OJTYM69TJALHRWTHJOS1O63VPX,A34HY46FYGGNC2,Submitted,2020-05-25 17:42:43,2020-05-25 17:44:30,Thu May 28 17:44:30 PDT 2020,,,,107,0% (0/0),0% (0/0),0% (0/0),cnndm1153,two_stage_rl_out,"['768', '769', '770', '771', '772', '773', '774', '775', '776', '777', '778', '779', '780', '781', '782', '783']","Four - poster oak wood bed was dumped in the car park of Redland House Hotel in Hough Green , Chester , by builders who were renovating the property . Oblivious to its true value and historical significance , the construction workers dismantled the piece of oak wood furniture and left it to be picked up by auctioneers . DNA testing on the bed ' s timber proved it once belonged to King Henry VII , and he traced it to 1495 , when Henry VII went to Lathom in Lancashire .",A bed was dumped.,A bed was left in a hotel car park.,The bed was a four - poster bed.,"The bed sold at auction for 2,200.",Owner suspected it had historic value.,Experts have been investigating.,Historian now claims the bed belonged to Henry VII .,"DNA from the timber proves who the bed belonged to, it is claimed.",The bed is ornate.,The bed is now on display.,The bed was made for Henry VII / King.,The bed was also made for Henry VII's wife / King's wife / Elizabeth of York .,Elizabeth of York was wife of Henry VII / King.,The bed sold at an auction.,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,n,n,p,p,n,{},,
364,3JMNNNO3C5S7K8NMO6I0KT70LJL2WF,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,3OJSZ2ATDXKNFA22PJHNF47HBNK57G,AXID3RPK6NZT6,Submitted,2020-05-25 16:43:47,2020-05-25 16:44:46,Thu May 28 16:44:46 PDT 2020,,,,59,100% (46/46),100% (46/46),100% (46/46),cnndm6714,two_stage_rl_out,"['272', '273', '274', '275', '276', '277', '278', '279', '280', '281', '282', '283', '284', '285', '286', '287']",General Motors has unveiled the Chevrolet - FNR Car . It has ' Dragonfly ' swing doors that open upwards and ' Crystal Laser Headlights ' . The car was unveiled at the Shanghai General Motors Gala Night This Week . It was developed in Shanghai by GM ’ S Pan Asia Technical Automotive Centre ( PATAC ) joint venture . Chevrolet said the car offered a ‘ glimpse at mobility of the future ’ .,General Motors unveiled their concept car.,General Motors unveiled their car at an event in Shanghai.,Chevrolet - Fnr has Dragonfly Swing doors.,Chevrolet - Fnr has Crystal Laser headlights.,The car is self driving.,The car is electric.,The car's front chairs can swivel round.,The car can be started using just your eyes.,The car can be started using Iris recognition software.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,p,n,n,p,p,p,n,n,n,n,n,{},,
365,3JMNNNO3C5S7K8NMO6I0KT70LJL2WF,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,3QHK8ZVMIR6OJB8DUN9A1VPAG4PBLC,AHKYVHP6591H8,Submitted,2020-05-25 17:58:35,2020-05-25 18:00:35,Thu May 28 18:00:35 PDT 2020,,,,120,100% (31/31),100% (31/31),100% (31/31),cnndm6714,two_stage_rl_out,"['272', '273', '274', '275', '276', '277', '278', '279', '280', '281', '282', '283', '284', '285', '286', '287']",General Motors has unveiled the Chevrolet - FNR Car . It has ' Dragonfly ' swing doors that open upwards and ' Crystal Laser Headlights ' . The car was unveiled at the Shanghai General Motors Gala Night This Week . It was developed in Shanghai by GM ’ S Pan Asia Technical Automotive Centre ( PATAC ) joint venture . Chevrolet said the car offered a ‘ glimpse at mobility of the future ’ .,General Motors unveiled their concept car.,General Motors unveiled their car at an event in Shanghai.,Chevrolet - Fnr has Dragonfly Swing doors.,Chevrolet - Fnr has Crystal Laser headlights.,The car is self driving.,The car is electric.,The car's front chairs can swivel round.,The car can be started using just your eyes.,The car can be started using Iris recognition software.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,n,n,n,n,n,{},,
366,3IHWR4LC8H105S56F6NMTTBVS8FI8R,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,3L70J4KAZLA02PFTBSBQN7XZPDZADX,A39XF45WLMIGX2,Submitted,2020-05-25 17:41:18,2020-05-25 17:52:47,Thu May 28 17:52:47 PDT 2020,,,,689,100% (2/2),100% (2/2),100% (2/2),cnndm3621,two_stage_rl_out,"['416', '417', '418', '419', '420', '421', '422', '423', '424', '425', '426', '427', '428', '429', '430', '431']",John Helm was commentating on Bradford City ' s game against Lincoln City when the fire broke out and still struggles to listen to his description . He lost three generations of his family and has a right to speak his mind – any bitterness would be understandable – but from everything I have been told there ISN ’ t a jot of evidence to suggest anything other than a terrible human tragedy . It should also never be forgotten that Heginbotham twice saved Bradford City from extinction .,John Helm was commentating on the game.,John Helm was commentating on the day the fire broke out.,John Helm gives his insight about what caused the fire.,The fire was caused 30 years ago.,John Helm said there wasn't a lot of evidence to suggest the fire was caused deliberately.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,p,n,n,n,n,{},,
367,3IHWR4LC8H105S56F6NMTTBVS8FI8R,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,3VW04L3ZLYUQW8S3D24G1MBP6F8XXC,A27A3Z6J7745DI,Submitted,2020-05-25 16:44:25,2020-05-25 16:46:54,Thu May 28 16:46:54 PDT 2020,,,,149,0% (0/0),0% (0/0),0% (0/0),cnndm3621,two_stage_rl_out,"['416', '417', '418', '419', '420', '421', '422', '423', '424', '425', '426', '427', '428', '429', '430', '431']",John Helm was commentating on Bradford City ' s game against Lincoln City when the fire broke out and still struggles to listen to his description . He lost three generations of his family and has a right to speak his mind – any bitterness would be understandable – but from everything I have been told there ISN ’ t a jot of evidence to suggest anything other than a terrible human tragedy . It should also never be forgotten that Heginbotham twice saved Bradford City from extinction .,John Helm was commentating on the game.,John Helm was commentating on the day the fire broke out.,John Helm gives his insight about what caused the fire.,The fire was caused 30 years ago.,John Helm said there wasn't a lot of evidence to suggest the fire was caused deliberately.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,p,n,n,n,n,{},,
368,32FESTC2OLE7QMQJQZS5EIVPCUNCUZ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,3UXUOQ9OKJLKLGEJKF84NFN332TA71,AHKYVHP6591H8,Submitted,2020-05-25 17:27:19,2020-05-25 17:29:55,Thu May 28 17:29:55 PDT 2020,,,,156,100% (31/31),100% (31/31),100% (31/31),cnndm6094,two_stage_rl_out,"['1360', '1361', '1362', '1363', '1364', '1365', '1366', '1367', '1368', '1369', '1370', '1371', '1372', '1373', '1374', '1375']",Steven Finn believes he ' s regained his previous best form and is ready to push for an England place . The 26 - year - old was overlooked for the West Indies ' World Cup squad . Finn has played only one championship game for Middlesex this season .,Steven Finn plays for England,Steven Finn was left out of the England squad,England tour West Indies,Steven Finn is a Middlesex Quick Bowler,Steven Finn has regained form,Steven Finn's form returned after 12 months,Steven Finn said he's back to bowling,Steven Finn said he's bowling like he was a carefree 21 year old,Steven Finn has 23 test caps for England,Steven Finn played for England last in 2013,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,p,n,n,n,n,{},,
370,34OWYT6U4050JXOGKYT0TP66CEXI9G,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,3L4PIM1GQY4VZHW19ZKQVIWA75ZRY0,AHKYVHP6591H8,Submitted,2020-05-25 18:11:12,2020-05-25 18:15:25,Thu May 28 18:15:25 PDT 2020,,,,253,100% (31/31),100% (31/31),100% (31/31),cnndm11355,two_stage_rl_out,"['944', '945', '946', '947', '948', '949', '950', '951', '952', '953', '954', '955', '956', '957', '958', '959']","A 12 - year - old Israeli girl is still missing after a tour boat she was on exploded . Passengers were throwing themselves into the Andaman Sea after the engine exploded and flames ripped through the boat . Between 100 and 110 passengers and crew had to be rescued by a dozen fishing trawlers , speed boats and rescue craft .",The ferry is Ao Nang Princess 5 Ferry.,Ferry was in Andaman Sea.,Ferry was on its way from resort of Krabi.,Ferry was travelling to Phuket.,Ferry was five miles from the coast.,Ferry's engine exploded.,Ferry is a 35-metre-long boat.,Ferry caught fire around 3.30 pm.,Ferry sank around 6 pm.,Passengers were seen throwing themselves overboard.,Passengers were rescued.,"No injuries reported, but a girl is missing.",Search will continue into tomorrow for missing girl.,BLANK,BLANK,BLANK,p,p,p,n,n,n,n,n,p,n,n,n,p,n,n,n,{},,
371,34OWYT6U4050JXOGKYT0TP66CEXI9G,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:16:05 PDT 2020,2,BatchId:4052671;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:16:05 PDT 2020,,,3OCHAWUVGT8KC8TWEJPRBS3NA73KXM,A3OLRWACCCCUTU,Submitted,2020-05-25 17:31:14,2020-05-25 18:11:37,Thu May 28 18:11:37 PDT 2020,,,,2423,100% (1/1),100% (1/1),100% (1/1),cnndm11355,two_stage_rl_out,"['944', '945', '946', '947', '948', '949', '950', '951', '952', '953', '954', '955', '956', '957', '958', '959']","A 12 - year - old Israeli girl is still missing after a tour boat she was on exploded . Passengers were throwing themselves into the Andaman Sea after the engine exploded and flames ripped through the boat . Between 100 and 110 passengers and crew had to be rescued by a dozen fishing trawlers , speed boats and rescue craft .",The ferry is Ao Nang Princess 5 Ferry.,Ferry was in Andaman Sea.,Ferry was on its way from resort of Krabi.,Ferry was travelling to Phuket.,Ferry was five miles from the coast.,Ferry's engine exploded.,Ferry is a 35-metre-long boat.,Ferry caught fire around 3.30 pm.,Ferry sank around 6 pm.,Passengers were seen throwing themselves overboard.,Passengers were rescued.,"No injuries reported, but a girl is missing.",Search will continue into tomorrow for missing girl.,BLANK,BLANK,BLANK,p,p,n,n,n,n,n,n,p,n,n,n,p,n,n,n,{},,
