,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
288,37SDSEDIODQP5M987Z2G1UU9B6381O,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,304SM51WA8SBNO33EW6BDH358XRSBZ,A110SC5K5Y3IHS,Submitted,2020-05-25 14:15:04,2020-05-25 14:30:13,Thu May 28 14:30:13 PDT 2020,,,,909,100% (9/9),100% (9/9),100% (9/9),cnndm11049,bart_out,"['96', '97', '98', '99', '100', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111']","Mercedes - Benz Fashion Week Australia came to a close on Thursday night in Sydney . Femail take a look back at the trends emerging from the shows , the beautiful designs we can't wait to hang in our wardrobes and the trends we won't be trying any time soon .",Fashion Week was in Australia.,Mercedes-Benz Fashion Week was in Australia.,Fashion week was in 2015.,Fashion week ended on Thursday night.,Fashion week ended in Sydney.,Maticevski was a stand-out show.,Romance was born was a stand-out show.,Tome was a stand-out show.,Steven Khalil was a stand-out show.,Johanna Johnson was a stand-out show.,Sheer fabrics were recurring trends.,Metallic fabrics were recurring trends.,Slouchy silhouettes were recurring trends.,Voluminous silhouettes were recurring trends.,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,p,n,n,n,n,n,{},,
289,37SDSEDIODQP5M987Z2G1UU9B6381O,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,37KGEN7NJ8EGEQOL5KKIDW3J2HZPP1,A3LAD18MPD1CPO,Submitted,2020-05-25 14:14:45,2020-05-25 14:16:06,Thu May 28 14:16:06 PDT 2020,,,,81,0% (0/0),0% (0/0),0% (0/0),cnndm11049,bart_out,"['96', '97', '98', '99', '100', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111']","Mercedes - Benz Fashion Week Australia came to a close on Thursday night in Sydney . Femail take a look back at the trends emerging from the shows , the beautiful designs we can't wait to hang in our wardrobes and the trends we won't be trying any time soon .",Fashion Week was in Australia.,Mercedes-Benz Fashion Week was in Australia.,Fashion week was in 2015.,Fashion week ended on Thursday night.,Fashion week ended in Sydney.,Maticevski was a stand-out show.,Romance was born was a stand-out show.,Tome was a stand-out show.,Steven Khalil was a stand-out show.,Johanna Johnson was a stand-out show.,Sheer fabrics were recurring trends.,Metallic fabrics were recurring trends.,Slouchy silhouettes were recurring trends.,Voluminous silhouettes were recurring trends.,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,p,p,n,n,n,n,{},,
290,3PKJ68EHERKPTEQ50S2SI7JU86TJHI,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,3C8HJ7UOPCI47RTE0DQSNQB27BUZMZ,A3C5KFPIBYOQVX,Submitted,2020-05-25 14:09:51,2020-05-25 14:10:45,Thu May 28 14:10:45 PDT 2020,,,,54,0% (0/0),0% (0/0),0% (0/0),cnndm5099,bart_out,"['752', '753', '754', '755', '756', '757', '758', '759', '760', '761', '762', '763', '764', '765', '766', '767']","Gruesome photographs show man being led from a van in handcuffs . He is blindfolded and forced to kneel on the floor in Hama , Syria . An executioner , with his face covered , stands behind him with a meat cleaver . Next photo shows the man after he has been murdered with his severed head placed on his body .",There is a series of photos,The photos appear to show a beheading.,The beheading is of a man.,The beheading is in Hama in Syria.,Man is handcuffed.,Man is blindfolded.,Man is led from a van.,Man led to area of land .,Man is surrounded by men with guns.,There is an executioner.,Executioner has a meat cleaver,It is claimed that beheading ocurred because man is an alleged ' blasphemer ' .,It is alleged that man is ' blasphemer ' .,The photos have Graphic Content.,BLANK,BLANK,p,p,n,n,p,n,n,p,p,p,p,p,p,p,n,n,{},,
291,3PKJ68EHERKPTEQ50S2SI7JU86TJHI,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,3OVHNO1VEBP13XN1NKRP40O8YX2DZV,AKVDY8OXNMQED,Submitted,2020-05-25 14:06:48,2020-05-25 14:24:34,Thu May 28 14:24:34 PDT 2020,,,,1066,100% (7/7),100% (7/7),100% (7/7),cnndm5099,bart_out,"['752', '753', '754', '755', '756', '757', '758', '759', '760', '761', '762', '763', '764', '765', '766', '767']","Gruesome photographs show man being led from a van in handcuffs . He is blindfolded and forced to kneel on the floor in Hama , Syria . An executioner , with his face covered , stands behind him with a meat cleaver . Next photo shows the man after he has been murdered with his severed head placed on his body .",There is a series of photos,The photos appear to show a beheading.,The beheading is of a man.,The beheading is in Hama in Syria.,Man is handcuffed.,Man is blindfolded.,Man is led from a van.,Man led to area of land .,Man is surrounded by men with guns.,There is an executioner.,Executioner has a meat cleaver,It is claimed that beheading ocurred because man is an alleged ' blasphemer ' .,It is alleged that man is ' blasphemer ' .,The photos have Graphic Content.,BLANK,BLANK,p,p,n,n,p,n,n,p,p,p,p,p,p,p,n,n,why was the price cut?,,
293,3XD2A6FGGRIPDBRCPANEXRCTLCY9SY,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,3V0Z7YWSI3OXR3KBPYI5NBK8DVNV2K,AFQKLIYNCVZTL,Submitted,2020-05-25 15:22:56,2020-05-25 15:23:52,Thu May 28 15:23:52 PDT 2020,,,,56,0% (0/0),0% (0/0),0% (0/0),cnndm8997,bart_out,"['1424', '1425', '1426', '1427', '1428', '1429', '1430', '1431', '1432', '1433', '1434', '1435', '1436', '1437', '1438', '1439']","Stevie McCrorie has been crowned the winner of The Voice UK 2015 . He beat fellow contestant Lucy O'Byrne in the final . Now he has to break the curse of previous winners who flop out of the charts . Series One winner Leanne Mitchell failed to rank any higher than number 45 . Her debut single , a cover of Whitney Houston's I would run to you only just managed to scrape into the top 50 after being released . Andrea Begley's album , the message , released in October 2013 did make it to number seven in the album charts , but compare that to the success of most X Factor winners .",Leanne Mitchell has been dropped by her label,Leanne Mitchell sings at a holiday camp,Andrea Begley is yet to become a household name,Jermain Jackman is yet to become a household name,Stevie won in 2015,Will Stevie become a chart success?,Will Stevie become another voice flop?,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,p,n,n,n,n,{},,
295,3U18MJKL2YAUVW6ATYGJ0N3V4YTCN6,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,3UN61F00H1DXXTMHYXFTKLYHCZ8R5V,A2PJBSDDN22XIX,Submitted,2020-05-25 16:09:32,2020-05-25 16:10:11,Thu May 28 16:10:11 PDT 2020,,,,39,0% (0/0),0% (0/0),0% (0/0),cnndm5257,bart_out,"['864', '865', '866', '867', '868', '869', '870', '871', '872', '873', '874', '875', '876', '877', '878', '879']","Chris Christie appeared on The Tonight Show Wednesday evening , and wasted no time calling out Jimmy Fallon for the weight jokes made about him on the program . After Fallon told Christie He ' looked great , ' The New Jersey politician asked him ; ' If I Look Great , what the Hell's with all the jokes every night ? ' . Then , to make amends , Fallon gave Christie his favorite food - ice cream . Fallon however pulled out two spoons thinking the men could share the ice cream , at which point Christie took the treat for himself , slowly moving away .",Chris Christie appeared on The Tonight Show.,Chris Christie called out Jimmy Fallon for his weight jokes about the governor.,Chris Christie called out Jimmy Fallon.,Jimmy Fallon brought out ice cream.,The ice cream was for the two to share.,Chris Christie hoarded the ice cream.,The ice cream was a pint of ice cream.,The ice cream was brought out later in the program.,Chris Christie was asked if he would run for president.,Chris Christie said ; ' I ’ve got a day job which keeps me busy ' .,Chris Christie said ; ' I ’ve got a day job which keeps me busy '  when asked if he would run for president.,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
296,3TC2K6WKAKQWU7R4Q32U6D4E3CH825,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,33FOTY3KER9U39WFFDNMS0ME0I5C1X,A314XJY8V1YL12,Submitted,2020-05-25 16:41:18,2020-05-25 16:43:08,Thu May 28 16:43:08 PDT 2020,,,,110,0% (0/0),0% (0/0),0% (0/0),cnndm9825,bart_out,"['192', '193', '194', '195', '196', '197', '198', '199', '200', '201', '202', '203', '204', '205', '206', '207']",Jihad - Watchers noticed thousands of accounts vanishing from the social network last week . Most of them claimed to be linked to the extremists currently terrorising Middle East . Twitter confirmed purge was prompted because they were being used by Tech - savvy jihadis to issue threats of violence . Spokesman said the cull was prompted in part by the ' large number of reports ' received by online activists and members of the public .,Accounts vanished from Twitter/the social network.,Thousands of accounts vanished.,Thousands of accounts vanished last week.,Twitter said it received numerous reports.,The reports were about terror promoting users.,"Twitter decided to suspend 10,000 accounts.",Twitter suspended accounts for making threats of violence.,Suspensions were linked to a campaign by Collective Anonymous / 'hacktavist',Collective Anonymous are a 'hacktavist',The campaign / Collective Anonymous / 'hacktavist' targeted online jihadis.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,p,n,n,{},,
299,3TKXBROM6XYPP91P6AKDIJK98J8JIB,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,3AAJC4I4FLGE6JNTXGD07YJL3HAZJ6,AXID3RPK6NZT6,Submitted,2020-05-25 14:56:35,2020-05-25 14:57:27,Thu May 28 14:57:27 PDT 2020,,,,52,100% (46/46),100% (46/46),100% (46/46),cnndm2748,bart_out,"['1040', '1041', '1042', '1043', '1044', '1045', '1046', '1047', '1048', '1049', '1050', '1051', '1052', '1053', '1054', '1055']","Paula Dunican spent £ 25 on the Baby Blue Coat at her local branch in Canterbury , Kent . But when she took it home to try on , she noticed a dark stain ' seeping through ' from the lining . Inside , a four inch - long gecko was flattened , its scales imprinted onto the fabric . Asda apologised and offered her a refund and £ 40 voucher .",Paula Dunican paid 25.,Paula Dunican paid for the Baby Blue Coat,Paula Dunican paid at her local branch of Asda.,Paula Dunican noticed a ' seeping ' stain.,Paula Dunican noticed stain on the back of coat.,Paula Dunican noticed stain when she took the coat home.,Paula Dunican discovered the reptile ' s crushed body.,Paula Dunican discovered the reptile body on the garment 's lining.,Paula Dunican discovered the body after noticing the stain.,The supermarket apologised.,The supermarket offered Paula Dunican a 40 voucher.,The supermarket offered Paula Dunican a refund.,BLANK,BLANK,BLANK,BLANK,p,p,p,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
300,3T8DUCXY1RUQSB4REAS47W8FNVC9TN,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,30BXRYBRP9LELINYYTQ8WH9O9N5WHB,AHKYVHP6591H8,Submitted,2020-05-25 15:09:53,2020-05-25 15:11:51,Thu May 28 15:11:51 PDT 2020,,,,118,100% (31/31),100% (31/31),100% (31/31),cnndm9325,bart_out,"['992', '993', '994', '995', '996', '997', '998', '999', '1000', '1001', '1002', '1003', '1004', '1005', '1006', '1007']","Figures from Catholic Church show number of women taking holy vows has trebled from 15 in 2009 to 45 last year . From a low of seven in 2004 , the figure has been rising for the past decade . Theodora Hawksley , 29 , was until recently a post - doctoral researcher in theology at the University of Edinburgh . But at the beginning of the year she decided to become a nun .",There are figures/numbers from the Catholic Church.,Figures/Numbers show more and more becoming nuns.,A number of women are taking holy vows.,The number of women taking holy vows stood at just seven sometime in the past.,The number of women taking holy vows was seven in 2004.,The number of women taking holy vows had risen to 15.,The number of women taking holy vows had had risen to 15 in 2009.,The number of women taking holy vows had risen to 45.,The number of women taking holy vows had had risen to 45 in the last year.,One father made a statement.,The statement was about the reason people are being led towards religion.,The statement cites ' gap in the market for meaning ' as reason for people being led towards religion,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
301,3T8DUCXY1RUQSB4REAS47W8FNVC9TN,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,3QHK8ZVMIR6OJB8DUN9A1VPAG3PBLA,A3V8LIMUUJWUTL,Submitted,2020-05-25 14:36:44,2020-05-25 14:38:46,Thu May 28 14:38:46 PDT 2020,,,,122,0% (0/0),0% (0/0),0% (0/0),cnndm9325,bart_out,"['992', '993', '994', '995', '996', '997', '998', '999', '1000', '1001', '1002', '1003', '1004', '1005', '1006', '1007']","Figures from Catholic Church show number of women taking holy vows has trebled from 15 in 2009 to 45 last year . From a low of seven in 2004 , the figure has been rising for the past decade . Theodora Hawksley , 29 , was until recently a post - doctoral researcher in theology at the University of Edinburgh . But at the beginning of the year she decided to become a nun .",There are figures/numbers from the Catholic Church.,Figures/Numbers show more and more becoming nuns.,A number of women are taking holy vows.,The number of women taking holy vows stood at just seven sometime in the past.,The number of women taking holy vows was seven in 2004.,The number of women taking holy vows had risen to 15.,The number of women taking holy vows had had risen to 15 in 2009.,The number of women taking holy vows had risen to 45.,The number of women taking holy vows had had risen to 45 in the last year.,One father made a statement.,The statement was about the reason people are being led towards religion.,The statement cites ' gap in the market for meaning ' as reason for people being led towards religion,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
302,3D1UCPY6HKXLFPNNU3GZPN969QH83G,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,3NJM2BJS41UXK1FH0FYCTW4C3YOCPE,A1OXMMKQV14L13,Submitted,2020-05-25 14:29:45,2020-05-25 14:30:56,Thu May 28 14:30:56 PDT 2020,,,,71,0% (0/0),0% (0/0),0% (0/0),cnndm5357,bart_out,"['816', '817', '818', '819', '820', '821', '822', '823', '824', '825', '826', '827', '828', '829', '830', '831']","Denise and Glen Higgs , from Braunton , Devon , had all but lost hope that they would ever be able to conceive after Glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through IVF fertility treatment and the couple had a daughter Mazy . The couple tried again using the same batch and Denise gave birth to twins Carter and Carson Last Week .",Denise and Glen Higgs are a couple.,The couple thought they 'd never have children.,Glen Higgs was infertile.,Cancer treatment caused the infertility.,The couple tried IVF.,"The couple are from Braunton , Devon.",The couple had Mazy.,The couple tried again using the same batch.,The couple had twins last week.,Mazy was born three years ago.,The twins are Carter & Carson.,BLANK,BLANK,BLANK,BLANK,BLANK,n,p,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
303,3D1UCPY6HKXLFPNNU3GZPN969QH83G,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,3URFVVM16A6NKZYN9FHEE0SWKXEZU8,A1YGF0LJJGB30G,Submitted,2020-05-25 15:30:19,2020-05-25 15:30:59,Thu May 28 15:30:59 PDT 2020,,,,40,0% (0/0),0% (0/0),0% (0/0),cnndm5357,bart_out,"['816', '817', '818', '819', '820', '821', '822', '823', '824', '825', '826', '827', '828', '829', '830', '831']","Denise and Glen Higgs , from Braunton , Devon , had all but lost hope that they would ever be able to conceive after Glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through IVF fertility treatment and the couple had a daughter Mazy . The couple tried again using the same batch and Denise gave birth to twins Carter and Carson Last Week .",Denise and Glen Higgs are a couple.,The couple thought they 'd never have children.,Glen Higgs was infertile.,Cancer treatment caused the infertility.,The couple tried IVF.,"The couple are from Braunton , Devon.",The couple had Mazy.,The couple tried again using the same batch.,The couple had twins last week.,Mazy was born three years ago.,The twins are Carter & Carson.,BLANK,BLANK,BLANK,BLANK,BLANK,n,p,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
304,3TX9T2ZCCDPXQJQYDDRE74H76SIWZF,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,3G2UL9A02I2JYE2GU2RS7ALH7IR76U,AD1FDB9A61LMS,Submitted,2020-05-25 16:21:48,2020-05-25 16:57:56,Thu May 28 16:57:56 PDT 2020,,,,2168,100% (97/97),100% (97/97),100% (97/97),cnndm8312,bart_out,"['112', '113', '114', '115', '116', '117', '118', '119', '120', '121', '122', '123', '124', '125', '126', '127']","Carl Froch has not fought since beating George Groves at Wembley last May . Froch had hoped to meet Julio Cesar Chavez Jr , but he lost to Andrzej Fonfara last week . There is the possibility of Paul Smith - Andre Ward , Anthony Dirrell versus Badou Jack for the WBC world title and Andre Dirrell ’s IBF World title fight against James Degale , which is the biggest bout of this trio .",If Carl Froch doesn't fight in 2015 I 'm not sure he 'll be back at all .,A blockbuster with James degale is most likely,A blockbuster with James degale is most likely after Julio Cesar Chavez Jnr defeat,Anthony Dirrell has made contact .,Scott Quigg - Carl Frampton Summer Fight Is Dead in the water .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
305,3TX9T2ZCCDPXQJQYDDRE74H76SIWZF,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,3UNH76FOCXT421J94RO99J201IPYM8,AXID3RPK6NZT6,Submitted,2020-05-25 17:20:28,2020-05-25 17:21:26,Thu May 28 17:21:26 PDT 2020,,,,58,100% (46/46),100% (46/46),100% (46/46),cnndm8312,bart_out,"['112', '113', '114', '115', '116', '117', '118', '119', '120', '121', '122', '123', '124', '125', '126', '127']","Carl Froch has not fought since beating George Groves at Wembley last May . Froch had hoped to meet Julio Cesar Chavez Jr , but he lost to Andrzej Fonfara last week . There is the possibility of Paul Smith - Andre Ward , Anthony Dirrell versus Badou Jack for the WBC world title and Andre Dirrell ’s IBF World title fight against James Degale , which is the biggest bout of this trio .",If Carl Froch doesn't fight in 2015 I 'm not sure he 'll be back at all .,A blockbuster with James degale is most likely,A blockbuster with James degale is most likely after Julio Cesar Chavez Jnr defeat,Anthony Dirrell has made contact .,Scott Quigg - Carl Frampton Summer Fight Is Dead in the water .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
306,34YWR3PJ3CYFDYPYJOA83OSSXN5X0H,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,3P4MQ7TPP20C62M13AKGNST549MBBY,A31CNXHGR49DJR,Submitted,2020-05-25 15:32:21,2020-05-25 15:34:05,Thu May 28 15:34:05 PDT 2020,,,,104,0% (0/0),0% (0/0),0% (0/0),cnndm10680,bart_out,"['832', '833', '834', '835', '836', '837', '838', '839', '840', '841', '842', '843', '844', '845', '846', '847']","Shiraz Nawaz said he felt lucky to be alive after 15 - foot flames shot out of manhole . The 36 - year - old had been on his way to his local takeaway when he heard buzzing from the ground just a few feet behind him . As he turned around he noticed the charred ground and watched on as thick black smoke began billowing from the manhole in Shirley , Solihull . Miraculously nobody was hurt in the incident after Shiraz evacuated the nearby takeaway , told them to turn off their gas supply , and called the Fire Service .",Flames shot out the manhole .,Shiraz Nawaz felt lucky to be alive.,Fire erupted moments after Shiraz Nawaz walked over the manhole.,The manhole was in a busy street .,No - one was hurt in the incident.,Nawaz evacuated the area.,No-one was hurt after Nawaz evacuated the area .,Shiraz Nawaz walked over the manhole.,It is incredible that no - one was hurt.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,p,p,p,n,p,{},,
307,34YWR3PJ3CYFDYPYJOA83OSSXN5X0H,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:16 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:16 PDT 2020,,,3YDGXNSEO4I9J53LLJQJOCXYMBH48J,A104V8NZIQFN2F,Submitted,2020-05-25 15:09:58,2020-05-25 15:11:39,Thu May 28 15:11:39 PDT 2020,,,,101,0% (0/0),0% (0/0),0% (0/0),cnndm10680,bart_out,"['832', '833', '834', '835', '836', '837', '838', '839', '840', '841', '842', '843', '844', '845', '846', '847']","Shiraz Nawaz said he felt lucky to be alive after 15 - foot flames shot out of manhole . The 36 - year - old had been on his way to his local takeaway when he heard buzzing from the ground just a few feet behind him . As he turned around he noticed the charred ground and watched on as thick black smoke began billowing from the manhole in Shirley , Solihull . Miraculously nobody was hurt in the incident after Shiraz evacuated the nearby takeaway , told them to turn off their gas supply , and called the Fire Service .",Flames shot out the manhole .,Shiraz Nawaz felt lucky to be alive.,Fire erupted moments after Shiraz Nawaz walked over the manhole.,The manhole was in a busy street .,No - one was hurt in the incident.,Nawaz evacuated the area.,No-one was hurt after Nawaz evacuated the area .,Shiraz Nawaz walked over the manhole.,It is incredible that no - one was hurt.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,p,p,p,n,p,{},,
308,3G57RS03ILTD7P82S5VRUTUN1MG520,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:17 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:17 PDT 2020,,,3IXEICO79776WCZN75UTC6DZWFXT67,A2WNW8A4MOR7T7,Submitted,2020-05-25 14:27:15,2020-05-25 14:29:11,Thu May 28 14:29:11 PDT 2020,,,,116,0% (0/0),0% (0/0),0% (0/0),cnndm7770,bart_out,"['160', '161', '162', '163', '164', '165', '166', '167', '168', '169', '170', '171', '172', '173', '174', '175']",Catherine Nevin was allowed out on day release on Wednesday afternoon . The 62 - year - old was permitted to attend an addiction studies course . She was jailed for life in April 2000 for arranging to have her publican husband Tom shot dead . She laughed and joked with a pal for more than an hour at the nearby Applegreen Garage before her course started .,Catherine Nevin was allowed out.,Catherine Nevin was jailed for life.,Catherine Nevin was jailed in April,Catherine Nevin was jailed in 2000,Catherine Nevin is a 62 year old.,Catherine Nevin was seen on the bus.,Catherine Nevin was with a pal.,Catherine Nevin was walking around in Dublin.,Catherine Nevin sat on a bus.,Catherine Nevin sat next to a commuter.,Catherine Nevin was unnoticed.,Catherine Nevin is Ireland's most infamous prisoner.,Catherine Nevin murdered husband.,Tom was Catherine Nevin's husband,Catherine Nevin murdered her husband in 1996.,BLANK,n,n,n,p,p,n,n,p,p,p,p,p,n,p,n,n,{},,
